"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"CSKMT",2.72213542682448e-37,8.75222037131971,0.013,0,7.54412612190136e-33,"CSKMT","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC025164.1",2.72213542682448e-37,8.51133442680334,0.013,0,7.54412612190136e-33,"AC025164.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PTPA",7.308257289182e-37,8.58916488847004,0.013,0,2.0254104251239e-32,"PTPA","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CNOT9",1.19743382620257e-36,8.55964218466135,0.013,0,3.31856810593781e-32,"CNOT9","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"KHDC4",1.19743382815563e-36,8.50071866617042,0.013,0,3.31856811135051e-32,"KHDC4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC022706.1",1.19743382815563e-36,8.65314061470587,0.013,0,3.31856811135051e-32,"AC022706.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CXCR6",1.63455342194964e-36,1.5612494537185,0.047,0.018,4.53000135359122e-32,"CXCR6","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CDKN1A",4.7043085990352e-36,1.46871062194535,0.048,0.019,1.30375208513662e-31,"CDKN1A","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"WASHC2C",5.26633330210532e-36,8.65665720159507,0.013,0,1.45951161134547e-31,"WASHC2C","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AL136454.1",5.26633331928212e-36,8.48675443741118,0.013,0,1.45951161610585e-31,"AL136454.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"LINC02273",5.26633331928212e-36,8.48884757047708,0.013,0,1.45951161610585e-31,"LINC02273","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"INTS14",2.31570300162086e-35,8.50860327530509,0.013,0,6.41773929869206e-31,"INTS14","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ABCG1",9.49885742926024e-35,1.37532612034149,0.058,0.027,2.63251334794518e-30,"ABCG1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MRPS24",1.00336062603277e-34,1.64057561148613,0.035,0.011,2.78071363898721e-30,"MRPS24","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC006369.1",1.66773005587241e-34,8.56361725590154,0.012,0,4.62194707684479e-30,"AC006369.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PIP4P1",1.66773005859144e-34,8.59128137007928,0.012,0,4.62194708438031e-30,"PIP4P1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"LINC02446",2.73190273687084e-34,9.04135169957671,0.012,0,7.57119524496385e-30,"LINC02446","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HPF1",7.3302619381644e-34,8.42900698899598,0.012,0,2.03150879354288e-29,"HPF1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MIGA1",7.33026197401278e-34,8.46141056445356,0.012,0,2.0315088034779e-29,"MIGA1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"EEF1AKMT2",1.20070003742073e-33,8.53164012226417,0.012,0,3.32762008370782e-29,"EEF1AKMT2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PCNX4",1.96671597638376e-33,8.4751671094422,0.012,0,5.45055665694995e-29,"PCNX4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5PO",1.96671598600118e-33,8.34318677646186,0.012,0,5.45055668360367e-29,"ATP5PO","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"NGRN",3.02475983293914e-33,1.05252434730274,0.064,0.031,8.38281940100752e-29,"NGRN","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC087239.1",3.22137283481473e-33,8.38766404464737,0.012,0,8.92771267440553e-29,"AC087239.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ABRAXAS1",3.22137284531627e-33,8.28982523671565,0.012,0,8.9277127035095e-29,"ABRAXAS1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MRM2",5.27633897094039e-33,8.33346356104252,0.012,0,1.46228458240642e-28,"MRM2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AL138963.3",5.27633897094039e-33,8.62826859111599,0.012,0,1.46228458240642e-28,"AL138963.3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"DGLUCY",8.64205183657606e-33,8.36393854798693,0.012,0,2.39505824598869e-28,"DGLUCY","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"WBP1",6.97908854732295e-32,1.44878085162106,0.035,0.012,1.93418460000508e-27,"WBP1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"LINC02084",1.66790675624219e-31,8.5827903824124,0.011,0,4.62243678424961e-27,"LINC02084","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AQP3",2.63966729616905e-31,1.08871988262575,0.134,0.09,7.3155739446029e-27,"AQP3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MHENCR",4.47338558391603e-31,8.21439952708651,0.011,0,1.23975408072649e-26,"MHENCR","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC100810.1",7.32587035772389e-31,8.24750959278987,0.011,0,2.0302917109396e-26,"AC100810.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TIMM29",7.32587035772389e-31,8.24258060477336,0.011,0,2.0302917109396e-26,"TIMM29","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ABRAXAS2",1.19970944540591e-30,8.26462457655582,0.011,0,3.32487475699795e-26,"ABRAXAS2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"WASHC2A",1.96465838951493e-30,8.34767159240162,0.011,0,5.44485426070168e-26,"WASHC2A","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ESS2",3.21730552283762e-30,8.20259233179933,0.011,0,8.91644052599218e-26,"ESS2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"LINC02001",5.26856111833434e-30,8.22870952295236,0.011,0,1.46012902833518e-25,"LINC02001","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"GET4",1.83446115200424e-29,2.31383887272023,0.019,0.004,5.08402563666455e-25,"GET4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC139530.1",3.7882539201875e-29,8.31262377269477,0.01,0,1.04987669144076e-24,"AC139530.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"EIPR1",3.78825392635873e-29,8.18894407167905,0.01,0,1.04987669315106e-24,"EIPR1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TOGARAM1",3.78825392635873e-29,8.18278498277764,0.01,0,1.04987669315106e-24,"TOGARAM1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MRE11",1.01574372006528e-28,8.36296923321673,0.01,0,2.8150321457889e-24,"MRE11","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"VPS35L",1.01574372006528e-28,8.22142723659782,0.01,0,2.8150321457889e-24,"VPS35L","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ADA2",1.01574372006528e-28,8.15248634975161,0.01,0,2.8150321457889e-24,"ADA2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ZBTB32",1.51428661465562e-28,4.12834709904938,0.014,0.001,4.19669392385659e-24,"ZBTB32","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC013264.1",1.66322209763948e-28,8.08529844048282,0.01,0,4.60945372139804e-24,"AC013264.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV7-6",2.06117842810971e-28,6.91895421471959,0.011,0,5.71234989566326e-24,"TRBV7-6","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ATP5EP2",2.58296952385835e-28,1.30518628137318,0.039,0.016,7.15844173842103e-24,"ATP5EP2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"GSTM1",2.83428067622902e-28,2.07587622999538,0.019,0.004,7.85492546610112e-24,"GSTM1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"THAP12",4.45934034013995e-28,8.13566436224076,0.01,0,1.23586158186638e-23,"THAP12","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HIST1H4D",6.22922016706184e-28,2.27273617770153,0.019,0.004,1.72636607709952e-23,"HIST1H4D","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV6-5",8.06841867810697e-28,5.20137736318182,0.012,0.001,2.23608155245057e-23,"TRBV6-5","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC073111.5",3.20531068428912e-27,8.01744906390966,0.01,0,8.88319803043888e-23,"AC073111.5","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ELP1",3.20531069995171e-27,8.26812563355744,0.01,0,8.88319807384618e-23,"ELP1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"BEX3",5.24822870011391e-27,7.90522679239828,0.01,0,1.45449410194957e-22,"BEX3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"POLR2J3.1",5.24822870866224e-27,8.12466413456181,0.01,0,1.45449410431865e-22,"POLR2J3.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"GPR132",9.51101971288116e-27,1.07666933823778,0.061,0.033,2.63588400322788e-22,"GPR132","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"BIK",2.45557099010109e-26,2.77901218137879,0.015,0.002,6.80536944196617e-22,"BIK","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PMEPA1",4.17613416793208e-25,2.46140113934399,0.017,0.003,1.1573738233007e-20,"PMEPA1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CCR6",4.75250893637409e-25,1.31927551175452,0.043,0.02,1.31711032662672e-20,"CCR6","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SLC1A4",4.85932866499622e-24,1.57528615768497,0.031,0.013,1.34671434621705e-19,"SLC1A4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"KIAA0391",1.4073014746347e-23,1.05649836213227,0.038,0.017,3.9001953068026e-19,"KIAA0391","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RTP5",2.09350803848749e-23,2.29618763388654,0.018,0.005,5.80194817786423e-19,"RTP5","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MAP1LC3A",2.63091499252342e-23,1.27085529798427,0.043,0.021,7.29131781027941e-19,"MAP1LC3A","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"NLRP6",4.10328816061789e-22,3.58613800893562,0.01,0.001,1.13718528083364e-17,"NLRP6","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV7-2",4.15917276614471e-22,4.53047855326205,0.015,0.003,1.15267314040934e-17,"TRBV7-2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"GNG10",5.67297001205951e-22,1.48953517034793,0.027,0.01,1.57220690914217e-17,"GNG10","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV29-1",1.25771775641587e-21,3.95382199251644,0.013,0.002,3.48563899013094e-17,"TRBV29-1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ZNF749",2.7949991826695e-21,2.0142675418892,0.015,0.003,7.74606073485025e-17,"ZNF749","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"BCKDHA",5.47081801574072e-21,1.66555409318715,0.022,0.008,1.51618250488238e-16,"BCKDHA","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MARCH3",8.8525216262386e-21,1.93688996540888,0.019,0.006,2.45338784349577e-16,"MARCH3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RWDD3",5.7613819336864e-20,1.01194251373918,0.035,0.016,1.59670938910185e-15,"RWDD3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"COL6A3",1.41746832409513e-19,3.13525785732743,0.01,0.001,3.92837171339725e-15,"COL6A3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV4-2",2.00264503236821e-19,5.24803218658062,0.01,0.001,5.55013044270525e-15,"TRBV4-2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"DHCR7",2.72832216079473e-19,1.12378862316692,0.036,0.017,7.56127203642651e-15,"DHCR7","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV4",4.37607196155877e-19,2.23253463345722,0.015,0.004,1.2127845834264e-14,"TRAV4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV7-9",8.62714177368838e-19,3.80456873462362,0.019,0.006,2.39092607116e-14,"TRBV7-9","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CTD-2515A14.1",1.3836130419616e-18,3.08228611231017,0.01,0.001,3.83454518449237e-14,"CTD-2515A14.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV13-1",1.551878668693e-18,2.24723387867541,0.019,0.006,4.30087654241577e-14,"TRAV13-1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CXCL16",3.23986000497029e-18,1.78579446955556,0.018,0.006,8.97894801777466e-14,"CXCL16","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV28",5.10113984584538e-18,1.69762466095987,0.042,0.023,1.41372989687759e-13,"TRBV28","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HLA-G",4.69820012404582e-17,2.0905912639086,0.015,0.004,1.30205918237806e-12,"HLA-G","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CCDC71",1.36002748833542e-16,1.25840586747787,0.022,0.009,3.76918018117277e-12,"CCDC71","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MTRNR2L1",2.19237312163006e-16,1.49352240664914,0.018,0.007,6.07594286928555e-12,"MTRNR2L1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MAP1LC3B2",5.70445296859706e-16,1.85750285700236,0.012,0.003,1.58093209571699e-11,"MAP1LC3B2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV9",6.73990469267343e-16,2.71723679532925,0.014,0.004,1.86789718652751e-11,"TRBV9","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV9-2",1.22611010148134e-15,2.81229010667389,0.011,0.002,3.39804153524539e-11,"TRAV9-2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"AC113404.1",1.24856421920081e-15,1.94395444464102,0.012,0.003,3.46027087709313e-11,"AC113404.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CENPN",2.27053280520925e-15,1.53251563710961,0.02,0.008,6.29255461635691e-11,"CENPN","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"MPV17L",3.16396455735451e-15,2.15818877077155,0.01,0.002,8.76861137425228e-11,"MPV17L","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ENTPD1",6.59728859915367e-15,1.34696583422721,0.018,0.007,1.82837256236945e-10,"ENTPD1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PLCXD2",1.02450313492475e-14,1.56322981047079,0.015,0.005,2.83930798813046e-10,"PLCXD2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TNFRSF9",1.12256951886156e-14,1.4160832580554,0.024,0.011,3.11108916457293e-10,"TNFRSF9","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SMPD2",1.22535255936696e-14,1.14178649514415,0.025,0.012,3.39594208302959e-10,"SMPD2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV2",1.61170800343542e-14,3.72853808499549,0.01,0.002,4.46668756072092e-10,"TRBV2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RP3-323A16.1",2.03656437987802e-14,1.0438421655962,0.018,0.007,5.64413452239393e-10,"RP3-323A16.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"C11orf98",5.54684525359089e-14,1.05925248816317,0.021,0.009,1.53725269358018e-09,"C11orf98","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"BSCL2",6.51412848826316e-14,1.91447719899889,0.01,0.002,1.80532556923725e-09,"BSCL2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV6-2",7.5224814932664e-14,1.66669937500114,0.027,0.014,2.08478052104385e-09,"TRBV6-2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV14DV4",1.04577564513503e-13,1.55229508794466,0.025,0.012,2.89826262292723e-09,"TRAV14DV4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV12-2",1.09882929799896e-13,3.17600443365774,0.015,0.005,3.04529551647431e-09,"TRAV12-2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TM9SF1",2.59603695766814e-13,1.01485678173949,0.032,0.018,7.19465682448149e-09,"TM9SF1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"SPAG4",2.82062234447469e-13,1.70625374798436,0.013,0.004,7.81707276547715e-09,"SPAG4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"KIAA0513",2.9822340174107e-13,1.05097375589931,0.02,0.009,8.26496335585202e-09,"KIAA0513","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"DPH1",3.51676991945801e-13,1.54314508637492,0.012,0.004,9.74637615478592e-09,"DPH1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"GFPT2",4.05437550339756e-13,1.62828550036112,0.014,0.005,1.1236296270116e-08,"GFPT2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV3-1",1.28279926612282e-12,2.91703688230853,0.013,0.005,3.55514988613277e-08,"TRBV3-1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CDHR3",5.21550013155638e-12,1.26427388656434,0.018,0.008,1.44542370645954e-07,"CDHR3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV21",6.47585993271532e-12,2.58761444577371,0.011,0.003,1.79471982175272e-07,"TRAV21","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"C5AR1",6.71415445491792e-12,1.02743220980366,0.018,0.008,1.86076076563595e-07,"C5AR1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV23DV6",8.97802208399848e-12,2.29866849730603,0.011,0.004,2.48816904035934e-07,"TRAV23DV6","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HPSE",1.05989068304899e-11,1.13839754740262,0.022,0.011,2.93738103900197e-07,"HPSE","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV8-2",1.77436867525899e-11,1.32513589381194,0.018,0.009,4.91748534661277e-07,"TRAV8-2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PDCD4-AS1",1.97752744070188e-11,1.02506489821097,0.022,0.011,5.48051954916119e-07,"PDCD4-AS1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CENPF",4.49705701676129e-11,1.17756841489802,0.019,0.009,1.24631438162522e-06,"CENPF","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"FOXP3",1.65304993641481e-10,1.67441560381321,0.011,0.004,4.58126259378e-06,"FOXP3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"C22orf34",1.8023554883014e-10,1.08357492701765,0.019,0.009,4.99504800027851e-06,"C22orf34","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"C1orf54",1.96106125975561e-10,1.54084190261068,0.012,0.004,5.43488517528669e-06,"C1orf54","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"N4BP3",4.52908360258919e-10,1.72644480677885,0.012,0.005,1.25519022962157e-05,"N4BP3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"GNA15",2.90450653684726e-09,1.48075969765054,0.011,0.004,8.04954941621849e-05,"GNA15","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CD70",3.58988468863768e-09,1.01084105665526,0.024,0.014,9.94900642609047e-05,"CD70","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"ASB2",5.12046506331828e-09,1.21555043270981,0.012,0.005,0.000141908568764803,"ASB2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RP11-66H6.3",6.29020537417778e-09,1.22997561135309,0.012,0.005,0.000174326751739963,"RP11-66H6.3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RP11-326K13.4",7.24474040653943e-09,1.07280894672429,0.015,0.007,0.000200780735626834,"RP11-326K13.4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV5",2.50429652755961e-08,1.48384386912345,0.012,0.006,0.000694040739647872,"TRAV5","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"IL4I1",3.47813545822779e-08,1.13870524550582,0.013,0.006,0.000963930460893251,"IL4I1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CCR4",4.33087667749843e-08,1.23777584407606,0.017,0.009,0.00120025916240192,"CCR4","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CPNE7",1.01206848528929e-07,1.04469208900605,0.014,0.007,0.00280484660013074,"CPNE7","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"OLFM2",1.26303598979502e-07,1.01615883502179,0.013,0.007,0.00350037794211793,"OLFM2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RP11-158M2.3",2.67765137416605e-07,1.28803323727089,0.01,0.004,0.0074208430183638,"RP11-158M2.3","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"HIST1H2BB",4.63018954476081e-07,1.02629739154616,0.014,0.008,0.0128321073043501,"HIST1H2BB","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"FAAH2",7.7579157735355e-07,1.04514296903853,0.011,0.005,0.0215002877747763,"FAAH2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRAV29DV5",8.28887957558255e-07,1.79276688483758,0.012,0.006,0.0229718008557695,"TRAV29DV5","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CCRL2",9.36599557297583e-07,1.1301026340162,0.01,0.005,0.0259569201309452,"CCRL2","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"PVRIG",1.12360810200921e-06,1.2430454975625,0.011,0.005,0.0311396749390832,"PVRIG","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RP11-315I20.1",3.16376640293845e-06,1.04729921192225,0.01,0.005,0.0876806220910361,"RP11-315I20.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV19",3.77656371646466e-06,2.12846284881734,0.013,0.007,0.104663686838102,"TRBV19","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"RP5-1091N2.9",3.89643549370412e-06,1.02509343316328,0.011,0.006,0.107985813272516,"RP5-1091N2.9","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TUBB4A",1.10571267436504e-05,1.0803736223395,0.01,0.005,0.306437210573527,"TUBB4A","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"CTA-243E7.1",0.000292161843335651,1.15955908161537,0.01,0.006,1,"CTA-243E7.1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
"TRBV5-1",0.000348769304523097,2.20093145778895,0.013,0.008,1,"TRBV5-1","AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","upregulated in diseased group"
