"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","comparison","status","gene"
0.343954850774563,-0.174540884088888,0.818,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SPTSSA"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC114490.2"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL513550.1"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL138895.1"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC011603.2"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC138969.1"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC087500.1"
0.344005728392028,-0.246579692655808,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL117332.1"
0.34400946822436,-0.194806305497323,0.727,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","MLF1"
0.344207063272188,-0.303544292470693,0.182,0.333,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-103C16.2"
0.344212351847778,-0.0366423131408058,0.773,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","PIK3C2B"
0.344213683552363,-0.248775140611047,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","WDCP"
0.344213683552363,-0.248775140611047,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL096678.1"
0.344213683552363,-0.248775140611047,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","BCLAF3"
0.344213683552363,-0.248775140611047,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AL022157.1"
0.344213683552363,-0.248775140611047,0.091,0,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","AC020928.1"
0.344223404407687,0.0128873382184873,0.909,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","DMAP1"
0.344275562656868,-0.31606667567732,0.455,0.889,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CERCAM"
0.344309628471308,-0.282128913181658,0.182,0.167,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","HLA-DQB2"
0.344326978636472,-0.135707249477425,0.591,0.944,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","CKB"
0.344366209711149,-0.151425265382848,1,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","TAPBP"
0.344371092957838,-0.134349293951648,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","VPS26A"
0.344391264517048,-0.304450115675875,0.318,0.556,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","RP11-583F2.5"
0.34441011006702,-0.170692170051086,0.909,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","SLC35A4"
0.344422499327396,-0.264766402150899,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","PDZD4"
0.344465644515695,-0.340211837111245,0.864,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","KIN"
0.34456295628322,-0.0673172297444724,0.955,1,1,"AS_Group_MemoryCD4_vs_Healthy_MemoryCD4","No significant fold change","TCTA"
